상가업소번호|상호명|지점명|상권업종대분류코드|상권업종대분류명|상권업종중분류코드|상권업종중분류명|상권업종소분류코드|상권업종소분류명|표준산업분류코드|표준산업분류명|시도코드|시도명|시군구코드|시군구명|행정동코드|행정동명|법정동코드|법정동명|지번코드|대지구분코드|대지구분명|지번본번지|지번부번지|지번주소|도로명코드|도로명|건물본번지|건물부번지|건물관리번호|건물명|도로명주소|구우편번호|신우편번호|동정보|층정보|호정보|경도|위도
21760130|이온압구정점|압구정점|D|소매|D05|의복의류|D05A01|일반의류|G47416|셔츠 및 기타 의복 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300205450004|1|대지|545|4|서울특별시 종로구 평창동 545-4|111104100519|서울특별시 종로구 평창길|128||1111018300105450004022719||서울특별시 종로구 평창길 128|110849|03006||2||126.965872799697|37.6128492325363
21766236|서울옥션||D|소매|D17|예술품/골동품/수석/분재|D17A03|화랑|G47841|예술품 및 골동품 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300204650010|1|대지|465|10|서울특별시 종로구 평창동 465-10|111104100504|서울특별시 종로구 평창31길|11||1111018300104650010023826||서울특별시 종로구 평창31길 11|110848|03004||1||126.975872824945|37.6112965602474
22215389|백산에이앤씨||D|소매|D25|기타판매업|D25A08|유류판매|G47722|가정용 액체연료 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300204960010|1|대지|496|10|서울특별시 종로구 평창동 496-10|111104100497|서울특별시 종로구 평창22길|14||1111018300104960010021779||서울특별시 종로구 평창22길 14|110848|03004||1||126.970956186444|37.6121908642238
22197103|동양강철||F|생활서비스|F15|주택수리|F15A04|유리창호|F42420|유리 및 창호 공사업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300201790005|1|대지|179|5|서울특별시 종로구 평창동 179-5|111104100488|서울특별시 종로구 평창12길|14|4|1111018300101790005000001||서울특별시 종로구 평창12길 14-4|110847|03009||||126.967573386745|37.6069983905102
22205333|CAB유통||D|소매|D05|의복의류|D05A01|일반의류|G47416|셔츠 및 기타 의복 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300205960000|1|대지|596||서울특별시 종로구 평창동 596|111103100023|서울특별시 종로구 평창문화로|170||1111018300105960000023453|상가|서울특별시 종로구 평창문화로 170|110849|03010||||126.978122576176|37.6107754424235
22985385|그린||F|생활서비스|F02|세탁/가사서비스|F02A01|세탁소/빨래방|S96912|가정용 세탁업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300205960000|1|대지|596||서울특별시 종로구 평창동 596|111103100023|서울특별시 종로구 평창문화로|170||1111018300105960000023453|상가|서울특별시 종로구 평창문화로 170|110849|03010|101|1|101|126.978122576176|37.6107754424235
23464585|아이시스팬텍||F|생활서비스|F15|주택수리|F15A02|미장타일도배도장|||11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300201110014|1|대지|111|14|서울특별시 종로구 평창동 111-14|111104100509|서울특별시 종로구 평창36길|18||1111018300101110014022791||서울특별시 종로구 평창36길 18|110846|03004||1||126.977997719505|37.6124502857442
23418689|더팰로우||L|부동산|L03|분양|L03A01|주택공급|L68121|주거용 건물 개발 및 공급업|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200200850009|1|대지|85|9|서울특별시 종로구 구기동 85-9|111103100020|서울특별시 종로구 진흥로|439||1111018200100850009022284|인왕빌딩|서울특별시 종로구 진흥로 439|110803|03007|||403|126.957590388742|37.6081720790866
24092813|블루핀투나||N|관광/여가/오락|N07|놀이/여가/취미|N07A11|기타오락관련산업|R91299|그외 기타 분류안된 오락관련 서비스업|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200201300000|1|대지|130||서울특별시 종로구 구기동 130|111104100122|서울특별시 종로구 비봉길|14||1111018200101200015021891|현대구기빌라|서울특별시 종로구 비봉길 14|110804|03007|5|1|206|126.956672724224|37.6098128609715
24776848|스파서울||F|생활서비스|F01|이/미용/건강|F01A03|비만/피부관리|||11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300204420005|1|대지|442|5|서울특별시 종로구 평창동 442-5|111104100519|서울특별시 종로구 평창길|299|2|1111018300104420005021242||서울특별시 종로구 평창길 299-2|110848|03003||3||126.97667155087|37.6158266816351
24279893|오성인터내셔날||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200201100001|1|대지|110|1|서울특별시 종로구 구기동 110-1|111103100020|서울특별시 종로구 진흥로|432||1111018200101100001021627|요진오피스텔쉐레이|서울특별시 종로구 진흥로 432|110803|03012||1|40|126.956559609636|37.6081809901496
24799436|미래우리개발||F|생활서비스|F13|기타서비스업|F13A01|사업경영상담|M71531|경영컨설팅업|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200200210003|1|대지|21|3|서울특별시 종로구 구기동 21-3|111104100188|서울특별시 종로구 세검정로9길|73||1111018200100210003021791||서울특별시 종로구 세검정로9길 73|110803|03013||1|102|126.959692508632|37.6060551781719
24825323|로커스||F|생활서비스|F13|기타서비스업|F13A01|사업경영상담|M71531|경영컨설팅업|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200201600003|1|대지|160|3|서울특별시 종로구 구기동 160-3|111104100120|서울특별시 종로구 비봉4길|40||1111018200101600003022128|건덕빌라|서울특별시 종로구 비봉4길 40|110804|03001|1|2|205|126.957876329474|37.6128419575909
25058073|대륜네트워크||F|생활서비스|F05|인력/고용/용역알선|F05A02|인력공급/고용알선|||11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300201790001|1|대지|179|1|서울특별시 종로구 평창동 179-1|111104100488|서울특별시 종로구 평창12길|16|6|1111018300101770001022041|평창삼호빌라|서울특별시 종로구 평창12길 16-6|110847|03009||1|301|126.967197690453|37.6071392686619
25044256|씨앤건설노무컨설팅||F|생활서비스|F13|기타서비스업|F13A01|사업경영상담|M71531|경영컨설팅업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300203690001|1|대지|369|1|서울특별시 종로구 평창동 369-1|111104100487|서울특별시 종로구 평창11길|48|6|1111018300103690001022209||서울특별시 종로구 평창11길 48-6|110847|03005||1||126.966745412238|37.6095410713931
25064005|엠엠유엔코리아||F|생활서비스|F13|기타서비스업|F13A13|상품전시|N75992|전시 및 행사 대행업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300203870023|1|대지|387|23|서울특별시 종로구 평창동 387-23|111104100491|서울특별시 종로구 평창15길|18|1|1111018300103870023021624||서울특별시 종로구 평창15길 18-1|110847|03006||2||126.965138729838|37.6110587505173
25413537|국제인성교육개발원||R|학문/교육|R09|학원기타|R09A01|학원(종합)|P85501|일반 교과 학원|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300205490018|1|대지|549|18|서울특별시 종로구 평창동 549-18|111104100492|서울특별시 종로구 평창16길|16|1|1111018300105490018022734||서울특별시 종로구 평창16길 16-1|110849|03006||2||126.965792831911|37.6112627122974
20289305|커피에비뉴||Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300201580001|1|대지|158|1|서울특별시 종로구 평창동 158-1|111103100023|서울특별시 종로구 평창문화로|75||1111018300101580001000001|글로리아타운|서울특별시 종로구 평창문화로 75|110847|03009||1||126.96899104341|37.6068576084862
21748340|다인그래픽||F|생활서비스|F12|광고/인쇄|F12A02|간판제작종합|C33910|간판 및 광고물 제조업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300202900022|1|대지|290|22|서울특별시 종로구 평창동 290-22|111103100023|서울특별시 종로구 평창문화로|25||1111018300102900022022782||서울특별시 종로구 평창문화로 25|110847|03008||2||126.964264690467|37.6046627493941
21749257|바우만염료||D|소매|D05|의복의류|D05A18|섬유/직물/주단|G47419|기타 섬유, 직물 및 의복액세서리 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300204360008|1|대지|436|8|서울특별시 종로구 평창동 436-8|111104100519|서울특별시 종로구 평창길|332||1111018300104360008023301||서울특별시 종로구 평창길 332|110848|03004||2||126.978113297042|37.6131090418802
21756488|일랑미술관||D|소매|D17|예술품/골동품/수석/분재|D17A03|화랑|G47841|예술품 및 골동품 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111056000205780003|1|대지|578|3|서울특별시 종로구 평창동 578-3|111104100496|서울특별시 종로구 평창21길|21||1111018300105780003022543||서울특별시 종로구 평창21길 21|110849|03009||||126.970123143085|37.6085344078842
21763026|태영공인중개사사무소||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300204620002|1|대지|462|2|서울특별시 종로구 평창동 462-2|111104100503|서울특별시 종로구 평창30길|31||1111018300104620002022805|엘리에셀|서울특별시 종로구 평창30길 31|110848|03004||||126.974902107966|37.6127027559308
21813262|워터비스사당점|사당점|D|소매|D01|음/식료품소매|D01A19|생수판매|G47221|음료 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300200720000|1|대지|72||서울특별시 종로구 평창동 72|111103100023|서울특별시 종로구 평창문화로|140||1111018300100720000023446|롯데아파트낙천대|서울특별시 종로구 평창문화로 140|110846|03010||1||126.975396324375|37.6088776508216
21766806|서울종합설비인테리어||D|소매|D07|가정/주방/인테리어|D07A01|인테리어/욕실용품/커튼|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300201160014|1|대지|116|14|서울특별시 종로구 평창동 116-14|111104100509|서울특별시 종로구 평창36길|19|3|1111018300101160014022971||서울특별시 종로구 평창36길 19-3|110846|03004||2||126.977304167995|37.6126425047296
22197094|서울옥션||D|소매|D17|예술품/골동품/수석/분재|D17A03|화랑|G47841|예술품 및 골동품 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300200970000|1|대지|97||서울특별시 종로구 평창동 97|111104100503|서울특별시 종로구 평창30길|28||1111018300100970000023470|가나아트센타|서울특별시 종로구 평창30길 28|110846|03004||1||126.975158434068|37.6121823823766
22197111|평창서점||D|소매|D13|책/서적/도서|D13A01|서점|G47611|서적 및 잡지류 소매업|11|서울특별시|11110|종로구|1111056000|평창동|1111018300|평창동|1111018300203090001|1|대지|309|1|서울특별시 종로구 평창동 309-1|111103100023|서울특별시 종로구 평창문화로|47||1111018300103090001021299||서울특별시 종로구 평창문화로 47|110847|03008||||126.966618065688|37.6056474873267
22197001|모뉴망미술학원||R|학문/교육|R05|학원-음악미술무용|R05A01|서예/서화/미술|P85620|예술 학원|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200202300042|1|대지|230|42|서울특별시 종로구 구기동 230-42|111104100121|서울특별시 종로구 비봉5길|23|6|1111018200102300042021574||서울특별시 종로구 비봉5길 23-6|110804|03000||3||126.953699196714|37.6134807691686
22205461|금선사납골당||F|생활서비스|F18|장례/묘지|F18A02|묘지관리-종합|S96922|화장, 묘지분양 및 관리업|11|서울특별시|11110|종로구|1111056000|평창동|1111018200|구기동|1111018200201960002|1|대지|196|2|서울특별시 종로구 구기동 196-2|111104100122|서울특별시 종로구 비봉길|137||1111018200101960001032030|금선사|서울특별시 종로구 비봉길 137|110804|03000||1||126.953405266046|37.6207134503976
22296969|명작||D|소매|D05|의복의류|D05A03|여성의류전문점|||11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090044|1|대지|209|44|서울특별시 종로구 행촌동 209-44|111104100478|서울특별시 종로구 통일로12길|10|13|1111018100102090044020207||서울특별시 종로구 통일로12길 10-13|110091|03029||1||126.960697199108|37.5729058781859
24368101|할머니가게||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201710084|1|대지|171|84|서울특별시 종로구 행촌동 171-84|111104100260|서울특별시 종로구 인왕산로1가길|3||1111018100101710085019907||서울특별시 종로구 인왕산로1가길 3|110091|03026||||126.963734312039|37.5734912224662
20844078|강화상회||D|소매|D01|음/식료품소매|D01A14|미곡상|G47211|곡물 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100662|1|대지|210|662|서울특별시 종로구 행촌동 210-662|111104100478|서울특별시 종로구 통일로12길|24|23|1111018100102100662019565||서울특별시 종로구 통일로12길 24-23|110091|03029||3||126.9612871033|37.5736319016275
25453055|독립문교회어린이집||R|학문/교육|R09|학원기타|R09A01|학원(종합)|P85501|일반 교과 학원|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100167|1|대지|210|167|서울특별시 종로구 행촌동 210-167|111104100127|서울특별시 종로구 사직로1나길|32||1111018100102100167031725|독립문교회|서울특별시 종로구 사직로1나길 32|110091|03026||||126.962903708454|37.5746102272019
22258027|KD정보기술||F|생활서비스|F07|물품기기대여|F07A10|사무기기대여|L69320|컴퓨터 및 사무용 기계장비 임대업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201800017|1|대지|180|17|서울특별시 종로구 행촌동 180-17|111104100192|서울특별시 종로구 송월길|148||1111018100101800017020225||서울특별시 종로구 송월길 148|110091|03166||||126.962195885902|37.5717747431554
22280058|제록스종로중구지점|중구지점|D|소매|D08|사무/문구/컴퓨터|D08A02|사무용기기소매|G47821|사무용 기기 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100111|1|대지|210|111|서울특별시 종로구 행촌동 210-111|111104100478|서울특별시 종로구 통일로12길|64|2|1111018100102100111019559||서울특별시 종로구 통일로12길 64-2|110091|03026||1||126.961866763008|37.5750966840151
22300930|인창케이씨씨||D|소매|D07|가정/주방/인테리어|D07A01|인테리어/욕실용품/커튼|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100231|1|대지|210|231|서울특별시 종로구 행촌동 210-231|111104100478|서울특별시 종로구 통일로12길|40|34|1111018100102100232020520||서울특별시 종로구 통일로12길 40-34|110091|03029||||126.96181498118|37.5739338882338
22300925|가람어린이집||R|학문/교육|R08|유아교육|R08A02|어린이집|Q87210|보육시설 운영업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100200010060|1|대지|1|60|서울특별시 종로구 행촌동 1-60|111104100191|서울특별시 종로구 송월1길|57|1|1111018100100010060019905||서울특별시 종로구 송월1길 57-1|110091|03166||1||126.964497599741|37.5723265690834
25179924|라테르||L|부동산|L03|분양|L03A04|건물분양-종합|||11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100044|1|대지|210|44|서울특별시 종로구 행촌동 210-44|111104100478|서울특별시 종로구 통일로12길|88|4|1111018100102100044019856||서울특별시 종로구 통일로12길 88-4|110091|03026||1|201|126.962111980652|37.5761890973672
24987857|강변노래방||N|관광/여가/오락|N02|무도/유흥/가무|N02A01|노래방|R91223|노래연습장 운영업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090008|1|대지|209|8|서울특별시 종로구 행촌동 209-8|111104100478|서울특별시 종로구 통일로12길|8||1111018100102090008019746||서울특별시 종로구 통일로12길 8|110091|03029||||126.960081956237|37.5731887924731
23151095|국제||F|생활서비스|F02|세탁/가사서비스|F02A01|세탁소/빨래방|S96912|가정용 세탁업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100119|1|대지|210|119|서울특별시 종로구 행촌동 210-119|111104100126|서울특별시 종로구 사직로1길|60||1111018100102100119019447||서울특별시 종로구 사직로1길 60|110091|03026||||126.961972640302|37.5748092826062
26385614|정현미용실||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100120|1|대지|210|120|서울특별시 종로구 행촌동 210-120|111104100126|서울특별시 종로구 사직로1길|58|1|1111018100102100120019735||서울특별시 종로구 사직로1길 58-1|110091|03026||||126.962018793444|37.5747466157084
24933312|성화코리아||D|소매|D08|사무/문구/컴퓨터|D08A01|사무/문구용품|G47612|문구용품 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100683|1|대지|210|683|서울특별시 종로구 행촌동 210-683|111104100478|서울특별시 종로구 통일로12길|24|20|1111018100102090067020201||서울특별시 종로구 통일로12길 24-20|110091|03029||||126.961088363025|37.5732697370554
24907108|더블제이||D|소매|D20|의약/의료품소매|D20A01|의료용품소매|G47811|의약품 및 의료용품 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100120|1|대지|210|120|서울특별시 종로구 행촌동 210-120|111104100126|서울특별시 종로구 사직로1길|58|1|1111018100102100120019735||서울특별시 종로구 사직로1길 58-1|110091|03026||||126.962018793444|37.5747466157084
23103617|일신건설||F|생활서비스|F02|세탁/가사서비스|F02A05|청소/소독|||11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201710001|1|대지|171|1|서울특별시 종로구 행촌동 171-1|111103100005|서울특별시 종로구 사직로|9||1111018100101710010020841|대신중고등학교|서울특별시 종로구 사직로 9|110091|03029||2||126.961237640091|37.5731178740493
25069956|아이비클럽||D|소매|D05|의복의류|D05A01|일반의류|G47416|셔츠 및 기타 의복 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201710001|1|대지|171|1|서울특별시 종로구 행촌동 171-1|111103100005|서울특별시 종로구 사직로|9||1111018100101710010020841|대신중고등학교|서울특별시 종로구 사직로 9|110091|03029||||126.961237640091|37.5731178740493
20582454|대신회집||Q|음식|Q03|일식/수산물|Q03A01|횟집|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090069|1|대지|209|69|서울특별시 종로구 행촌동 209-69|111104100478|서울특별시 종로구 통일로12길|10|16|1111018100102090069020323||서울특별시 종로구 통일로12길 10-16|110091|03029||||126.960517971127|37.5727691442339
24745230|GS25|종로행촌점|D|소매|D03|종합소매점|D03A01|편의점|G47122|체인화 편의점|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100210|1|대지|210|210|서울특별시 종로구 행촌동 210-210|111104100478|서울특별시 종로구 통일로12길|50|1|1111018100102100210020511||서울특별시 종로구 통일로12길 50-1|110091|03029||||126.961727365267|37.5745368138396
21759792|대우복사기서비스센타||F|생활서비스|F07|물품기기대여|F07A10|사무기기대여|L69320|컴퓨터 및 사무용 기계장비 임대업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201800017|1|대지|180|17|서울특별시 종로구 행촌동 180-17|111104100192|서울특별시 종로구 송월길|148||1111018100101800017020225||서울특별시 종로구 송월길 148|110091|03166||||126.962195885902|37.5717747431554
20390959|씽킹빅||D|소매|D03|종합소매점|D03A04|생활용품판매|G47190|그외 기타 종합 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100081|1|대지|210|81|서울특별시 종로구 행촌동 210-81|111104100130|서울특별시 종로구 사직로1마길|6||1111018100102100081020355||서울특별시 종로구 사직로1마길 6|110091|03026||||126.962521223247|37.5744356688264
25014522|대성종합건축||D|소매|D07|가정/주방/인테리어|D07A15|유리/페인트/철물건축자재|G47519|페인트, 유리 및 기타 건설자재 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100194|1|대지|210|194|서울특별시 종로구 행촌동 210-194|111104100478|서울특별시 종로구 통일로12길|40|44|1111018100102100194020170||서울특별시 종로구 통일로12길 40-44|110091|03029||1|10|126.961698285611|37.5741851528292
20473728|필앤럭||Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090035|1|대지|209|35|서울특별시 종로구 행촌동 209-35|111103100005|서울특별시 종로구 사직로|5||1111018100102090035019899||서울특별시 종로구 사직로 5|110091|03029||||126.960914766503|37.5727275856137
25134346|글로스타리테일||L|부동산|L03|분양|L03A04|건물분양-종합|||11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700202190000|1|대지|219||서울특별시 종로구 평동 219|111103000008|서울특별시 종로구 통일로|132||1111017700102190000019541|박영빌딩|서울특별시 종로구 통일로 132|110102|03181||5||126.966446422563|37.5664688658763
21693149|중앙국제교육진흥원||F|생활서비스|F08|대행업|F08A07|이민유학알선|S96999|그외 기타 달리 분류되지 않은 개인 서비스업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700200850015|1|대지|85|15|서울특별시 종로구 평동 85-15|111104100002|서울특별시 종로구 경교장길|8||1111017600100020002000001|중앙대학교평동캠퍼스|서울특별시 종로구 경교장길 8|110102|03181||||126.965950274894|37.5671493119299
22197714|현대자동차신문로영업소||D|소매|D23|자동차/자동차용품|D23A01|자동차판매|G45110|자동차 신품 판매업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700202190000|1|대지|219||서울특별시 종로구 평동 219|111103000008|서울특별시 종로구 통일로|132||1111017700102190000019541|박영빌딩|서울특별시 종로구 통일로 132|110102|03181||1||126.966446422563|37.5664688658763
25218477|대호피에프브이||L|부동산|L03|분양|L03A04|건물분양-종합|||11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700202190000|1|대지|219||서울특별시 종로구 평동 219|111103000008|서울특별시 종로구 통일로|132||1111017700102190000019541|박영빌딩|서울특별시 종로구 통일로 132|110102|03181||2|502|126.966446422563|37.5664688658763
21749818|하늘스튜디오||F|생활서비스|F06|사진|F06A01|사진관|M73301|인물사진 및 행사용비디오 촬영업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700200130031|1|대지|13|31|서울특별시 종로구 평동 13-31|111104100001|서울특별시 종로구 경교장1길|4||1111017700100130031020263||서울특별시 종로구 경교장1길 4|110102|03180||||126.965872151495|37.5678874807397
21760673|현대자동차서대문지점|서대문지점|D|소매|D23|자동차/자동차용품|D23A01|자동차판매|G45110|자동차 신품 판매업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700202190000|1|대지|219||서울특별시 종로구 평동 219|111103000008|서울특별시 종로구 통일로|132||1111017700102190000019541|박영빌딩|서울특별시 종로구 통일로 132|110102|03181||1||126.966446422563|37.5664688658763
23737150|넥스그룹||D|소매|D07|가정/주방/인테리어|D07A15|유리/페인트/철물건축자재|G47519|페인트, 유리 및 기타 건설자재 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700200200009|1|대지|20|9|서울특별시 종로구 평동 20-9|111104100002|서울특별시 종로구 경교장길|29|2|1111017700100200009019842||서울특별시 종로구 경교장길 29-2|110102|03180||3||126.966557595407|37.5682538992556
24162041|엘지이십오적십자병원점|적십자병원점|D|소매|D03|종합소매점|D03A01|편의점|G47122|체인화 편의점|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700201640000|1|대지|164||서울특별시 종로구 평동 164|111103005004|서울특별시 종로구 새문안로|9||1111017700101640000019629|적십자병원|서울특별시 종로구 새문안로 9|110747|03181||1||126.96718956735|37.5667546922405
20390990|그라찌에|적십자간호대학점|Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111058000|교남동|1111017700|평동|1111017700200850015|1|대지|85|15|서울특별시 종로구 평동 85-15|111104100002|서울특별시 종로구 경교장길|8||1111017600100020002000001|중앙대학교평동캠퍼스|서울특별시 종로구 경교장길 8|110102|03181||1||126.965950274894|37.5671493119299
